Fiscal Date,Location Number and Desc,Net Sales Retail Amt,Net Sales Retail Amt LY,Net Sales Retail Amt Var LY %,Net Sales Qty,Net Sales Qty LY,Net Sales Qty Var LY %,Clr Net Sales Retail Amt,Clr Net Sales Retail Amt LY,Clr Net Sales Retail Amt Var LY %,Clearance Sales %,Clr Net Sales Qty,Clr Net Sales Qty LY,Clr Net Sales Qty Var LY %,Selling Margin Amt,Selling Margin Amt LY,Selling Margin % LY,Selling Margin %,Net Sales AUR,Net Sales AUR LY,Net Sales AUR Var LY %
09-04-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",10700.0,10828.0,-1.2,474,442,7.2,2435.0,2108.0,15.5,22.8%,115,94,22.3,4607.0,4911.0,45.4,43.1,22.57,24.5,-7.9
09-05-2025,"232 TACOMA MALL - TACOMA, WA",10832.0,10957.0,-1.1,511,558,-8.4,1929.0,2139.0,-9.8,17.8%,61,54,13.0,5583.0,5281.0,48.2,51.5,21.2,19.64,8.0
09-05-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",11486.0,10881.0,5.6,489,486,0.6,2422.0,2644.0,-8.4,21.1%,72,78,-7.7,5628.0,5252.0,48.3,49.0,23.49,22.39,4.9
09-05-2025,"2795 STONEBRIAR MALL - FRISCO, TX",28553.0,31791.0,-10.2,1104,1134,-2.6,6421.0,5563.0,15.4,22.5%,234,248,-5.6,13157.0,14572.0,45.8,46.1,25.86,28.03,-7.7
09-05-2025,"766 BRANDON TOWN CTR - BRANDON, FL",21522.0,17897.0,20.3,736,681,8.1,3937.0,4662.0,-15.5,18.3%,80,77,3.9,10592.0,8336.0,46.6,49.2,29.24,26.28,11.3
09-05-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",11524.0,10921.0,5.5,562,553,1.6,2560.0,2323.0,10.2,22.2%,120,105,14.3,5474.0,5038.0,46.1,47.5,20.51,19.75,3.8
09-06-2025,"232 TACOMA MALL - TACOMA, WA",14502.0,14151.0,2.5,629,643,-2.2,2385.0,2299.0,3.7,16.4%,84,76,10.5,6875.0,6889.0,48.7,47.4,23.06,22.01,4.8
09-06-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",12049.0,11081.0,8.7,534,485,10.1,2358.0,2108.0,11.8,19.6%,145,163,-11.0,6300.0,5241.0,47.3,52.3,22.56,22.85,-1.2
09-06-2025,"2795 STONEBRIAR MALL - FRISCO, TX",32985.0,34058.0,-3.2,1187,1356,-12.5,5927.0,5423.0,9.3,18.0%,236,274,-13.9,15583.0,15405.0,45.2,47.2,27.79,25.12,10.6
09-06-2025,"766 BRANDON TOWN CTR - BRANDON, FL",26256.0,24714.0,6.2,988,907,8.9,2948.0,3181.0,-7.3,11.2%,89,94,-5.3,11294.0,11442.0,46.3,43.0,26.57,27.25,-2.5
09-06-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",11749.0,11198.0,4.9,522,473,10.4,3108.0,3204.0,-3.0,26.5%,114,117,-2.6,4924.0,5118.0,45.7,41.9,22.51,23.67,-4.9
09-07-2025,"232 TACOMA MALL - TACOMA, WA",20224.0,21801.0,-7.2,743,780,-4.7,3596.0,3830.0,-6.1,17.8%,118,102,15.7,9227.0,10671.0,48.9,45.6,27.22,27.95,-2.6
09-07-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",12492.0,11454.0,9.1,531,542,-2.0,2242.0,1597.0,40.4,18.0%,116,125,-7.2,6534.0,5139.0,44.9,52.3,23.52,21.13,11.3
09-07-2025,"2795 STONEBRIAR MALL - FRISCO, TX",23612.0,24668.0,-4.3,1030,1056,-2.5,4097.0,4745.0,-13.7,17.4%,204,215,-5.1,10047.0,10785.0,43.7,42.6,22.92,23.36,-1.9
09-07-2025,"766 BRANDON TOWN CTR - BRANDON, FL",30678.0,28874.0,6.2,989,906,9.2,4952.0,4105.0,20.6,16.1%,115,106,8.5,14373.0,14540.0,50.4,46.9,31.02,31.87,-2.7
09-07-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",12024.0,12809.0,-6.1,530,513,3.3,2696.0,2626.0,2.7,22.4%,160,160,0.0,5263.0,5431.0,42.4,43.8,22.69,24.97,-9.1
09-08-2025,"232 TACOMA MALL - TACOMA, WA",13149.0,13132.0,0.1,524,588,-10.9,2051.0,2066.0,-0.7,15.6%,78,76,2.6,6556.0,5832.0,44.4,49.9,25.09,22.33,12.4
09-08-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",9897.0,9027.0,9.6,415,399,4.0,2497.0,2802.0,-10.9,25.2%,109,97,12.4,4921.0,4408.0,48.8,49.7,23.85,22.63,5.4
09-08-2025,"2795 STONEBRIAR MALL - FRISCO, TX",28291.0,31048.0,-8.9,1120,1220,-8.2,4813.0,4615.0,4.3,17.0%,137,138,-0.7,14103.0,14544.0,46.8,49.8,25.26,25.45,-0.7
09-08-2025,"766 BRANDON TOWN CTR - BRANDON, FL",29878.0,25969.0,15.1,1008,938,7.5,3482.0,3304.0,5.4,11.7%,52,55,-5.5,14342.0,13424.0,51.7,48.0,29.64,27.69,7.1
09-08-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",8313.0,8815.0,-5.7,321,325,-1.2,1771.0,1760.0,0.6,21.3%,69,53,30.2,3412.0,3892.0,44.2,41.0,25.9,27.12,-4.5
09-09-2025,"232 TACOMA MALL - TACOMA, WA",14741.0,16580.0,-11.1,627,655,-4.3,3173.0,3188.0,-0.5,21.5%,157,159,-1.3,6864.0,7994.0,48.2,46.6,23.51,25.31,-7.1
09-09-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",5401.0,5467.0,-1.2,234,223,4.9,859.0,773.0,11.2,15.9%,51,47,8.5,2786.0,2869.0,52.5,51.6,23.08,24.51,-5.9
09-09-2025,"2795 STONEBRIAR MALL - FRISCO, TX",18528.0,20734.0,-10.6,866,999,-13.3,3908.0,3928.0,-0.5,21.1%,225,169,33.1,9118.0,9571.0,46.2,49.2,21.39,20.75,3.1
09-09-2025,"766 BRANDON TOWN CTR - BRANDON, FL",29450.0,30625.0,-3.8,1045,1126,-7.2,3963.0,3962.0,0.0,13.5%,93,96,-3.1,13444.0,14009.0,45.7,45.7,28.18,27.2,3.6
09-09-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",13913.0,14424.0,-3.5,552,622,-11.3,2423.0,2916.0,-16.9,17.4%,102,99,3.0,6308.0,6538.0,45.3,45.3,25.2,23.19,8.7
09-10-2025,"232 TACOMA MALL - TACOMA, WA",12670.0,12617.0,0.4,552,556,-0.7,2384.0,2275.0,4.8,18.8%,113,102,10.8,6152.0,6160.0,48.8,48.6,22.95,22.69,1.2
09-10-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",11826.0,11387.0,3.9,479,466,2.8,2061.0,2025.0,1.8,17.4%,68,77,-11.7,6075.0,5758.0,50.6,51.4,24.69,24.44,1.0
09-10-2025,"2795 STONEBRIAR MALL - FRISCO, TX",29579.0,30749.0,-3.8,1188,1390,-14.5,4550.0,4306.0,5.7,15.4%,265,310,-14.5,14250.0,15238.0,49.6,48.2,24.9,22.12,12.6
09-10-2025,"766 BRANDON TOWN CTR - BRANDON, FL",23040.0,23515.0,-2.0,784,748,4.8,3766.0,3299.0,14.2,16.3%,204,201,1.5,10571.0,11194.0,47.6,45.9,29.39,31.44,-6.5
09-10-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",9301.0,9325.0,-0.3,400,404,-1.0,2313.0,2364.0,-2.1,24.9%,98,111,-11.7,3946.0,4104.0,44.0,42.4,23.25,23.08,0.7
09-11-2025,"232 TACOMA MALL - TACOMA, WA",9383.0,10641.0,-11.8,407,428,-4.9,1736.0,1868.0,-7.1,18.5%,90,74,21.6,4761.0,5225.0,49.1,50.7,23.05,24.86,-7.3
09-11-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",8348.0,8270.0,0.9,359,336,6.8,2428.0,2195.0,10.6,29.1%,104,130,-20.0,3787.0,4092.0,49.5,45.4,23.25,24.61,-5.5
09-11-2025,"2795 STONEBRIAR MALL - FRISCO, TX",25524.0,22967.0,11.1,1051,1308,-19.6,4356.0,4436.0,-1.8,17.1%,235,245,-4.1,11972.0,11080.0,48.2,46.9,24.28,17.56,38.3
09-11-2025,"766 BRANDON TOWN CTR - BRANDON, FL",30231.0,30852.0,-2.0,1019,926,10.0,3848.0,3568.0,7.9,12.7%,73,84,-13.1,14598.0,14479.0,46.9,48.3,29.67,33.32,-11.0
09-11-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",10226.0,10448.0,-2.1,458,470,-2.6,2230.0,2488.0,-10.4,21.8%,66,81,-18.5,4371.0,4874.0,46.6,42.7,22.33,22.23,0.4
09-12-2025,"232 TACOMA MALL - TACOMA, WA",14987.0,16253.0,-7.8,634,689,-8.0,2417.0,2388.0,1.2,16.1%,98,107,-8.4,7427.0,8297.0,51.1,49.6,23.64,23.59,0.2
09-12-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",12021.0,11821.0,1.7,516,519,-0.6,2103.0,1806.0,16.5,17.5%,68,64,6.2,5636.0,5787.0,49.0,46.9,23.3,22.78,2.3
09-12-2025,"2795 STONEBRIAR MALL - FRISCO, TX",21140.0,22930.0,-7.8,829,830,-0.1,3610.0,3523.0,2.5,17.1%,111,117,-5.1,9809.0,10305.0,44.9,46.4,25.5,27.63,-7.7
09-12-2025,"766 BRANDON TOWN CTR - BRANDON, FL",17024.0,17563.0,-3.1,659,567,16.2,2170.0,2109.0,2.9,12.7%,45,57,-21.1,8006.0,8538.0,48.6,47.0,25.83,30.98,-16.6
09-12-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",10451.0,10157.0,2.9,462,422,9.5,2434.0,2459.0,-1.0,23.3%,134,111,20.7,4453.0,4332.0,42.7,42.6,22.62,24.07,-6.0
09-13-2025,"232 TACOMA MALL - TACOMA, WA",13265.0,13909.0,-4.6,523,499,4.8,2185.0,2092.0,4.4,16.5%,90,114,-21.1,5989.0,7005.0,50.4,45.1,25.36,27.87,-9.0
09-13-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",13878.0,13310.0,4.3,500,440,13.6,2395.0,2456.0,-2.5,17.3%,105,106,-0.9,6274.0,6327.0,47.5,45.2,27.76,30.25,-8.2
09-13-2025,"2795 STONEBRIAR MALL - FRISCO, TX",32730.0,33516.0,-2.3,1362,1454,-6.3,6212.0,6604.0,-5.9,19.0%,290,339,-14.5,14118.0,15283.0,45.6,43.1,24.03,23.05,4.3
09-13-2025,"766 BRANDON TOWN CTR - BRANDON, FL",27462.0,26032.0,5.5,1019,1008,1.1,4117.0,3885.0,6.0,15.0%,133,121,9.9,12894.0,12592.0,48.4,47.0,26.95,25.83,4.4
09-13-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",5703.0,5599.0,1.9,259,261,-0.8,1058.0,995.0,6.3,18.5%,58,55,5.5,2467.0,2487.0,44.4,43.3,22.02,21.45,2.6
09-14-2025,"232 TACOMA MALL - TACOMA, WA",13436.0,14210.0,-5.4,578,542,6.6,2011.0,2164.0,-7.1,15.0%,56,61,-8.2,6533.0,7166.0,50.4,48.6,23.25,26.22,-11.3
09-14-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",13056.0,11703.0,11.6,539,588,-8.3,3467.0,4080.0,-15.0,26.6%,129,115,12.2,5908.0,5273.0,45.1,45.3,24.22,19.9,21.7
09-14-2025,"2795 STONEBRIAR MALL - FRISCO, TX",28585.0,30885.0,-7.4,1072,1177,-8.9,4041.0,3959.0,2.1,14.1%,60,63,-4.8,14556.0,13494.0,43.7,50.9,26.67,26.24,1.6
09-14-2025,"766 BRANDON TOWN CTR - BRANDON, FL",26221.0,24595.0,6.6,917,840,9.2,1885.0,1697.0,11.1,7.2%,52,41,26.8,12469.0,11953.0,48.6,47.6,28.59,29.28,-2.3
09-14-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",11287.0,10171.0,11.0,538,569,-5.4,2504.0,2196.0,14.1,22.2%,107,108,-0.9,4837.0,4295.0,42.2,42.9,20.98,17.88,17.4
09-15-2025,"232 TACOMA MALL - TACOMA, WA",12891.0,13695.0,-5.9,506,461,9.8,2526.0,2446.0,3.3,19.6%,117,114,2.6,6278.0,6938.0,50.7,48.7,25.48,29.71,-14.2
09-15-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",9579.0,9685.0,-1.1,404,345,17.1,1981.0,1661.0,19.2,20.7%,98,71,38.0,4566.0,4829.0,49.9,47.7,23.71,28.07,-15.5
09-15-2025,"2795 STONEBRIAR MALL - FRISCO, TX",29066.0,33154.0,-12.3,1110,1321,-16.0,4641.0,5010.0,-7.4,16.0%,143,149,-4.0,13417.0,16298.0,49.2,46.2,26.19,25.1,4.3
09-15-2025,"766 BRANDON TOWN CTR - BRANDON, FL",24904.0,22393.0,11.2,897,916,-2.1,3390.0,3574.0,-5.2,13.6%,81,95,-14.7,11777.0,9885.0,44.1,47.3,27.76,24.45,13.6
09-15-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",13755.0,14050.0,-2.1,664,659,0.8,2532.0,2331.0,8.6,18.4%,100,83,20.5,6434.0,6548.0,46.6,46.8,20.71,21.32,-2.8
09-16-2025,"232 TACOMA MALL - TACOMA, WA",14581.0,15541.0,-6.2,566,574,-1.4,2798.0,2642.0,5.9,19.2%,43,37,16.2,6648.0,7801.0,50.2,45.6,25.76,27.08,-4.9
09-16-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",10529.0,10156.0,3.7,438,350,25.1,1906.0,1607.0,18.6,18.1%,78,75,4.0,4792.0,5400.0,53.2,45.5,24.04,29.02,-17.2
09-16-2025,"2795 STONEBRIAR MALL - FRISCO, TX",14009.0,15426.0,-9.2,608,632,-3.8,2613.0,2479.0,5.4,18.7%,151,152,-0.7,6520.0,6954.0,45.1,46.5,23.04,24.41,-5.6
09-16-2025,"766 BRANDON TOWN CTR - BRANDON, FL",24849.0,21721.0,14.4,966,857,12.7,4142.0,4639.0,-10.7,16.7%,154,150,2.7,11655.0,10301.0,47.4,46.9,25.72,25.35,1.5
09-16-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",8618.0,8845.0,-2.6,378,358,5.6,1541.0,1489.0,3.5,17.9%,66,70,-5.7,3874.0,3882.0,43.9,45.0,22.8,24.71,-7.7
09-17-2025,"232 TACOMA MALL - TACOMA, WA",12447.0,13390.0,-7.0,469,513,-8.6,1885.0,1789.0,5.4,15.1%,88,75,17.3,5748.0,5988.0,44.7,46.2,26.54,26.1,1.7
09-17-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",8667.0,8316.0,4.2,360,321,12.1,1453.0,1442.0,0.8,16.8%,59,55,7.3,3932.0,3816.0,45.9,45.4,24.07,25.91,-7.1
09-17-2025,"2795 STONEBRIAR MALL - FRISCO, TX",18634.0,17640.0,5.6,793,807,-1.7,2620.0,2859.0,-8.4,14.1%,140,127,10.2,8548.0,8710.0,49.4,45.9,23.5,21.86,7.5
09-17-2025,"766 BRANDON TOWN CTR - BRANDON, FL",21162.0,19204.0,10.2,723,745,-3.0,3621.0,3329.0,8.8,17.1%,131,146,-10.3,9425.0,8912.0,46.4,44.5,29.27,25.78,13.5
09-17-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",9667.0,9810.0,-1.5,461,481,-4.2,1950.0,1855.0,5.2,20.2%,72,64,12.5,4295.0,4363.0,44.5,44.4,20.97,20.39,2.8
09-18-2025,"232 TACOMA MALL - TACOMA, WA",10227.0,10613.0,-3.6,403,371,8.6,1806.0,1614.0,11.9,17.7%,62,70,-11.4,5028.0,5163.0,48.6,49.2,25.38,28.61,-11.3
09-18-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",6722.0,6852.0,-1.9,282,236,19.5,1232.0,1128.0,9.1,18.3%,39,40,-2.5,3084.0,3530.0,51.5,45.9,23.84,29.03,-17.9
09-18-2025,"2795 STONEBRIAR MALL - FRISCO, TX",23369.0,25467.0,-8.2,989,987,0.2,5279.0,5647.0,-6.5,22.6%,159,149,6.7,10813.0,12013.0,47.2,46.3,23.63,25.8,-8.4
09-18-2025,"766 BRANDON TOWN CTR - BRANDON, FL",16552.0,16749.0,-1.2,571,563,1.4,2113.0,2086.0,1.3,12.8%,95,104,-8.7,7885.0,8264.0,49.3,47.6,28.99,29.75,-2.6
09-18-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",9637.0,10164.0,-5.2,488,517,-5.6,1836.0,1703.0,7.8,19.1%,115,87,32.2,4007.0,4389.0,43.2,41.6,19.75,19.66,0.5
09-19-2025,"232 TACOMA MALL - TACOMA, WA",15396.0,15843.0,-2.8,680,677,0.4,2404.0,2744.0,-12.4,15.6%,74,79,-6.3,7832.0,7356.0,46.4,50.9,22.64,23.4,-3.2
09-19-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",7859.0,7204.0,9.1,315,279,12.9,1576.0,1253.0,25.7,20.1%,40,35,14.3,3492.0,3344.0,46.4,44.4,24.95,25.82,-3.4
09-19-2025,"2795 STONEBRIAR MALL - FRISCO, TX",22574.0,23730.0,-4.9,825,902,-8.5,3883.0,3992.0,-2.7,17.2%,129,131,-1.5,10677.0,12304.0,51.9,47.3,27.36,26.31,4.0
09-19-2025,"766 BRANDON TOWN CTR - BRANDON, FL",26477.0,23482.0,12.8,995,874,13.8,4001.0,4138.0,-3.3,15.1%,111,124,-10.5,12810.0,11329.0,48.2,48.4,26.61,26.87,-1.0
09-19-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",12118.0,12867.0,-5.8,519,522,-0.6,2729.0,2697.0,1.2,22.5%,101,120,-15.8,5498.0,5644.0,43.9,45.4,23.35,24.65,-5.3
09-20-2025,"232 TACOMA MALL - TACOMA, WA",14161.0,14723.0,-3.8,577,679,-15.0,2507.0,2705.0,-7.3,17.7%,78,72,8.3,6937.0,7306.0,49.6,49.0,24.54,21.68,13.2
09-20-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",12353.0,12029.0,2.7,491,447,9.8,2276.0,2407.0,-5.4,18.4%,90,95,-5.3,5925.0,6083.0,50.6,48.0,25.16,26.91,-6.5
09-20-2025,"2795 STONEBRIAR MALL - FRISCO, TX",25071.0,28116.0,-10.8,1033,1196,-13.6,5106.0,5299.0,-3.6,20.4%,167,157,6.4,12068.0,13027.0,46.3,48.1,24.27,23.51,3.2
09-20-2025,"766 BRANDON TOWN CTR - BRANDON, FL",28863.0,30076.0,-4.0,1050,1007,4.3,5195.0,4627.0,12.3,18.0%,204,184,10.9,13108.0,15170.0,50.4,45.4,27.49,29.87,-8.0
09-20-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",16631.0,17075.0,-2.6,687,720,-4.6,4317.0,4635.0,-6.9,26.0%,203,185,9.7,7404.0,7641.0,44.7,44.5,24.21,23.72,2.1
09-21-2025,"232 TACOMA MALL - TACOMA, WA",16924.0,16468.0,2.8,718,808,-11.1,2887.0,2757.0,4.7,17.1%,130,130,0.0,7953.0,7758.0,47.1,47.0,23.57,20.38,15.6
09-21-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",14032.0,14012.0,0.1,572,563,1.6,2705.0,2735.0,-1.1,19.3%,78,80,-2.5,6648.0,6945.0,49.6,47.4,24.53,24.89,-1.4
09-21-2025,"2795 STONEBRIAR MALL - FRISCO, TX",26228.0,28187.0,-6.9,1027,1136,-9.6,3945.0,3783.0,4.3,15.0%,252,252,0.0,12046.0,13149.0,46.6,45.9,25.54,24.81,2.9
09-21-2025,"766 BRANDON TOWN CTR - BRANDON, FL",23947.0,23535.0,1.7,821,687,19.5,2168.0,1996.0,8.6,9.1%,128,149,-14.1,11897.0,13287.0,56.5,49.7,29.17,34.26,-14.9
09-21-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",15227.0,14534.0,4.8,628,581,8.1,3590.0,3133.0,14.6,23.6%,119,133,-10.5,6948.0,6356.0,43.7,45.6,24.25,25.01,-3.1
09-22-2025,"232 TACOMA MALL - TACOMA, WA",11992.0,11614.0,3.3,503,505,-0.4,1754.0,1564.0,12.1,14.6%,56,60,-6.7,5672.0,5804.0,50.0,47.3,23.84,23.0,3.7
09-22-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",7113.0,6943.0,2.5,310,324,-4.3,1819.0,1872.0,-2.9,25.6%,63,60,5.0,3436.0,3293.0,47.4,48.3,22.95,21.43,7.1
09-22-2025,"2795 STONEBRIAR MALL - FRISCO, TX",22591.0,22779.0,-0.8,913,951,-4.0,3172.0,3101.0,2.3,14.0%,167,144,16.0,11008.0,9773.0,42.9,48.7,24.74,23.95,3.3
09-22-2025,"766 BRANDON TOWN CTR - BRANDON, FL",20904.0,20746.0,0.8,751,709,5.9,2023.0,1650.0,22.6,9.7%,74,80,-7.5,10527.0,10061.0,48.5,50.4,27.83,29.26,-4.9
09-22-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",12323.0,12750.0,-3.3,484,490,-1.2,2406.0,2114.0,13.8,19.5%,34,28,21.4,5169.0,5563.0,43.6,41.9,25.46,26.02,-2.2
09-23-2025,"232 TACOMA MALL - TACOMA, WA",9421.0,9943.0,-5.2,383,400,-4.2,1580.0,1611.0,-2.0,16.8%,51,52,-1.9,4410.0,4796.0,48.2,46.8,24.6,24.86,-1.0
09-23-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",7353.0,6989.0,5.2,329,322,2.2,1384.0,1342.0,3.1,18.8%,86,97,-11.3,3340.0,3317.0,47.5,45.4,22.35,21.71,3.0
09-23-2025,"2795 STONEBRIAR MALL - FRISCO, TX",22479.0,23855.0,-5.8,862,920,-6.3,5267.0,5345.0,-1.4,23.4%,240,216,11.1,10202.0,11363.0,47.6,45.4,26.08,25.93,0.6
09-23-2025,"766 BRANDON TOWN CTR - BRANDON, FL",25127.0,23234.0,8.1,886,811,9.2,2560.0,2633.0,-2.8,10.2%,88,108,-18.5,11105.0,11387.0,49.0,44.2,28.36,28.65,-1.0
09-23-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",13450.0,13044.0,3.1,567,600,-5.5,3413.0,3412.0,0.0,25.4%,179,184,-2.7,5649.0,5594.0,42.9,42.0,23.72,21.74,9.1
09-24-2025,"232 TACOMA MALL - TACOMA, WA",11533.0,11065.0,4.2,441,433,1.8,1695.0,1583.0,7.1,14.7%,74,79,-6.3,5718.0,5293.0,47.8,49.6,26.15,25.55,2.3
09-24-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",8496.0,8026.0,5.9,398,369,7.9,2292.0,2730.0,-16.1,27.0%,103,79,30.4,4104.0,3785.0,47.2,48.3,21.35,21.75,-1.9
09-24-2025,"2795 STONEBRIAR MALL - FRISCO, TX",17074.0,15831.0,7.8,703,731,-3.8,2746.0,2722.0,0.9,16.1%,80,67,19.4,7933.0,7806.0,49.3,46.5,24.29,21.66,12.1
09-24-2025,"766 BRANDON TOWN CTR - BRANDON, FL",21393.0,22893.0,-6.6,763,765,-0.3,2615.0,2899.0,-9.8,12.2%,86,104,-17.3,10781.0,11042.0,48.2,50.4,28.04,29.93,-6.3
09-24-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",13802.0,14145.0,-2.4,577,520,11.0,3096.0,2593.0,19.4,22.4%,131,134,-2.2,5537.0,5932.0,41.9,40.1,23.92,27.2,-12.1
09-25-2025,"232 TACOMA MALL - TACOMA, WA",11887.0,12327.0,-3.6,494,530,-6.8,2205.0,1941.0,13.6,18.5%,69,68,1.5,5937.0,6240.0,50.6,49.9,24.06,23.26,3.5
09-25-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",10574.0,9547.0,10.7,475,457,3.9,1942.0,2065.0,-6.0,18.4%,64,58,10.3,4954.0,4550.0,47.7,46.9,22.26,20.89,6.6
09-25-2025,"2795 STONEBRIAR MALL - FRISCO, TX",22840.0,22916.0,-0.3,864,953,-9.3,3692.0,3642.0,1.4,16.2%,113,114,-0.9,10207.0,11219.0,49.0,44.7,26.43,24.05,9.9
09-25-2025,"766 BRANDON TOWN CTR - BRANDON, FL",27213.0,26342.0,3.3,1060,888,19.4,4339.0,4973.0,-12.8,15.9%,170,181,-6.1,12649.0,11954.0,45.4,46.5,25.67,29.66,-13.5
09-25-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",8262.0,8670.0,-4.7,402,442,-9.0,1740.0,1735.0,0.3,21.1%,73,70,4.3,3408.0,3890.0,44.9,41.2,20.55,19.62,4.8
09-26-2025,"232 TACOMA MALL - TACOMA, WA",11016.0,11480.0,-4.0,493,521,-5.4,1767.0,1498.0,18.0,16.0%,69,75,-8.0,5386.0,5591.0,48.7,48.9,22.34,22.03,1.4
09-26-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",13491.0,13053.0,3.3,591,534,10.7,2829.0,3261.0,-13.3,21.0%,185,159,16.4,6515.0,6312.0,48.4,48.3,22.83,24.44,-6.6
09-26-2025,"2795 STONEBRIAR MALL - FRISCO, TX",20252.0,20235.0,0.1,823,952,-13.6,2780.0,2640.0,5.3,13.7%,152,158,-3.8,9330.0,9790.0,48.4,46.1,24.61,21.26,15.8
09-26-2025,"766 BRANDON TOWN CTR - BRANDON, FL",22943.0,21732.0,5.6,927,783,18.4,3691.0,3762.0,-1.9,16.1%,138,115,20.0,10722.0,10148.0,46.7,46.7,24.75,27.75,-10.8
09-26-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",11228.0,11098.0,1.2,462,430,7.4,2194.0,1877.0,16.9,19.5%,113,117,-3.4,5158.0,4754.0,42.8,45.9,24.3,25.81,-5.8
09-27-2025,"232 TACOMA MALL - TACOMA, WA",15856.0,16524.0,-4.0,692,771,-10.2,2426.0,2454.0,-1.2,15.3%,107,109,-1.8,7468.0,8084.0,48.9,47.1,22.91,21.43,6.9
09-27-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",7721.0,7420.0,4.1,323,336,-3.9,1581.0,1535.0,3.0,20.5%,74,76,-2.6,3796.0,3511.0,47.3,49.2,23.9,22.08,8.2
09-27-2025,"2795 STONEBRIAR MALL - FRISCO, TX",27278.0,31256.0,-12.7,1121,1064,5.4,6258.0,5369.0,16.6,22.9%,335,322,4.0,12944.0,14492.0,46.4,47.5,24.33,29.38,-17.2
09-27-2025,"766 BRANDON TOWN CTR - BRANDON, FL",24348.0,24447.0,-0.4,948,917,3.4,4250.0,3892.0,9.2,17.5%,239,241,-0.8,12129.0,12619.0,51.6,49.8,25.68,26.66,-3.7
09-27-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",10765.0,10731.0,0.3,484,472,2.5,2726.0,2745.0,-0.7,25.3%,139,157,-11.5,4497.0,4489.0,41.8,41.8,22.24,22.74,-2.2
09-28-2025,"232 TACOMA MALL - TACOMA, WA",16331.0,17500.0,-6.7,680,692,-1.7,4079.0,3347.0,21.9,25.0%,170,165,3.0,7726.0,8326.0,47.6,47.3,24.02,25.29,-5.0
09-28-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",7724.0,7535.0,2.5,332,313,6.1,1066.0,1057.0,0.9,13.8%,39,35,11.4,3793.0,3664.0,48.6,49.1,23.26,24.07,-3.4
09-28-2025,"2795 STONEBRIAR MALL - FRISCO, TX",24626.0,29369.0,-16.2,1045,1101,-5.1,4630.0,4501.0,2.9,18.8%,198,188,5.3,11275.0,13077.0,44.5,45.8,23.57,26.67,-11.7
09-28-2025,"766 BRANDON TOWN CTR - BRANDON, FL",30130.0,26183.0,15.1,1104,1017,8.6,3705.0,4028.0,-8.0,12.3%,105,107,-1.9,13800.0,13244.0,50.6,45.8,27.29,25.74,6.0
